Posição,municipio,Estado,População,cidade,uf,pais
4231º,Borborema,Paraíba,5 311,borborema,pb,Brasil
4232º,Barão de Monte Alto,Minas Gerais,5 311,barao-de-monte-alto,mg,Brasil
4233º,Acorizal,Mato Grosso,5 309,acorizal,mt,Brasil
4234º,Parazinho,Rio Grande do Norte,5 307,parazinho,rn,Brasil
4235º,Aricanduva,Minas Gerais,5 305,aricanduva,mg,Brasil
4236º,Aliança do Tocantins,Tocantins,5 303,alianca-do-tocantins,to,Brasil
4237º,Virgolândia,Minas Gerais,5 303,virgolandia,mg,Brasil
4238º,Divina Pastora,Sergipe,5 290,divina-pastora,se,Brasil
4239º,Franciscópolis,Minas Gerais,5 287,franciscopolis,mg,Brasil
4240º,Diamante d'Oeste,Paraná,5 279,diamante-d'oeste,pr,Brasil
4241º,Almadina,Bahia,5 273,almadina,ba,Brasil
4242º,Landri Sales,Piauí,5 272,landri-sales,pi,Brasil
4243º,Volta Grande,Minas Gerais,5 270,volta-grande,mg,Brasil
4244º,Francisco Dumont,Minas Gerais,5 268,francisco-dumont,mg,Brasil
4245º,Canas,São Paulo,5 268,canas,sp,Brasil
4246º,Curvelândia,Mato Grosso,5 267,curvelandia,mt,Brasil
4247º,São Luiz do Norte,Goiás,5 263,sao-luiz-do-norte,go,Brasil
4248º,Santa Rosa do Piauí,Piauí,5 254,santa-rosa-do-piaui,pi,Brasil
4249º,Nova Tebas,Paraná,5 252,nova-tebas,pr,Brasil
4250º,Boa Ventura,Paraíba,5 248,boa-ventura,pb,Brasil
4251º,Barracão,Rio Grande do Sul,5 237,barracao,rs,Brasil
4252º,Fruta de Leite,Minas Gerais,5 232,fruta-de-leite,mg,Brasil
4253º,Janduís,Rio Grande do Norte,5 228,janduis,rn,Brasil
4254º,Dom Silvério,Minas Gerais,5 227,dom-silverio,mg,Brasil
4255º,Figueirópolis,Tocantins,5 222,figueiropolis,to,Brasil
4256º,Sertão,Rio Grande do Sul,5 220,sertao,rs,Brasil
4257º,Lagoa do Sítio,Piauí,5 219,lagoa-do-sitio,pi,Brasil
4258º,Curral de Cima,Paraíba,5 209,curral-de-cima,pb,Brasil
4259º,Jequitibá,Minas Gerais,5 203,jequitiba,mg,Brasil
4260º,Santa Maria do Salto,Minas Gerais,5 203,santa-maria-do-salto,mg,Brasil
4261º,Palmópolis,Minas Gerais,5 196,palmopolis,mg,Brasil
4262º,Tamboara,Paraná,5 196,tamboara,pr,Brasil
4263º,Guarujá do Sul,Santa Catarina,5 196,guaruja-do-sul,sc,Brasil
4264º,Jacaré dos Homens,Alagoas,5 185,jacare-dos-homens,al,Brasil
4265º,Itaguaru,Goiás,5 184,itaguaru,go,Brasil
4266º,Nova Erechim,Santa Catarina,5 163,nova-erechim,sc,Brasil
4267º,Cristiano Otoni,Minas Gerais,5 161,cristiano-otoni,mg,Brasil
4268º,São Pedro do Suaçuí,Minas Gerais,5 160,sao-pedro-do-suacui,mg,Brasil
4269º,Rafael Fernandes,Rio Grande do Norte,5 158,rafael-fernandes,rn,Brasil
4270º,São Nicolau,Rio Grande do Sul,5 153,sao-nicolau,rs,Brasil
4271º,Sertãozinho,Paraíba,5 152,sertaozinho,pb,Brasil
4272º,São José da Varginha,Minas Gerais,5 151,sao-jose-da-varginha,mg,Brasil
4273º,Sertaneja,Paraná,5 149,sertaneja,pr,Brasil
4274º,Rio Branco,Mato Grosso,5 147,rio-branco,mt,Brasil
4275º,Dores de Guanhães,Minas Gerais,5 139,dores-de-guanhaes,mg,Brasil
4276º,Goianorte,Tocantins,5 136,goianorte,to,Brasil
4277º,Olho d'Água Grande,Alagoas,5 133,olho-d'agua-grande,al,Brasil
4278º,Brochier,Rio Grande do Sul,5 132,brochier,rs,Brasil
4279º,Caturaí,Goiás,5 132,caturai,go,Brasil
4280º,Agricolândia,Piauí,5 123,agricolandia,pi,Brasil
4281º,Bom Jesus do Tocantins,Tocantins,5 120,bom-jesus-do-tocantins,to,Brasil
4282º,Rochedo,Mato Grosso do Sul,5 120,rochedo,ms,Brasil
4283º,Madre de Deus de Minas,Minas Gerais,5 119,madre-de-deus-de-minas,mg,Brasil
4284º,Rio do Prado,Minas Gerais,5 117,rio-do-prado,mg,Brasil
4285º,Analândia,São Paulo,5 115,analandia,sp,Brasil
4286º,Selbach,Rio Grande do Sul,5 114,selbach,rs,Brasil
4287º,José Raydan,Minas Gerais,5 104,jose-raydan,mg,Brasil
4288º,Caridade do Piauí,Piauí,5 102,caridade-do-piaui,pi,Brasil
4289º,Turvolândia,Minas Gerais,5 099,turvolandia,mg,Brasil
4290º,Santana de Mangueira,Paraíba,5 098,santana-de-mangueira,pb,Brasil
4291º,Campo Alegre do Fidalgo,Piauí,5 093,campo-alegre-do-fidalgo,pi,Brasil
4292º,Bocaina de Minas,Minas Gerais,5 088,bocaina-de-minas,mg,Brasil
4293º,Liberato Salzano,Rio Grande do Sul,5 087,liberato-salzano,rs,Brasil
4294º,Gameleiras,Minas Gerais,5 084,gameleiras,mg,Brasil
4295º,Cacique Doble,Rio Grande do Sul,5 083,cacique-doble,rs,Brasil
4296º,Guaramiranga,Ceará,5 073,guaramiranga,ce,Brasil
4297º,Crucilândia,Minas Gerais,5 072,crucilandia,mg,Brasil
4298º,Cabixi,Rondônia,5 067,cabixi,ro,Brasil
4299º,Palestina,Alagoas,5 061,palestina,al,Brasil
4300º,Congonhas do Norte,Minas Gerais,5 047,congonhas-do-norte,mg,Brasil
4301º,Vargem Grande do Rio Pardo,Minas Gerais,5 045,vargem-grande-do-rio-pardo,mg,Brasil
4302º,São Gonçalo do Piauí,Piauí,5 044,sao-goncalo-do-piaui,pi,Brasil
4303º,Descoberto,Minas Gerais,5 044,descoberto,mg,Brasil
4304º,Pranchita,Paraná,5 035,pranchita,pr,Brasil
4305º,Piedade dos Gerais,Minas Gerais,5 034,piedade-dos-gerais,mg,Brasil
4306º,Baraúna,Paraíba,5 033,barauna,pb,Brasil
4307º,Rondinha,Rio Grande do Sul,5 033,rondinha,rs,Brasil
4308º,Honório Serpa,Paraná,5 030,honorio-serpa,pr,Brasil
4309º,Palmeira do Piauí,Piauí,5 029,palmeira-do-piaui,pi,Brasil
4310º,Pingo-d'Água,Minas Gerais,5 029,pingo-d'agua,mg,Brasil
4311º,São Raimundo do Doca Bezerra,Maranhão,5 028,sao-raimundo-do-doca-bezerra,ma,Brasil
4312º,Campos Novos Paulista,São Paulo,5 028,campos-novos-paulista,sp,Brasil
4313º,Cuparaque,Minas Gerais,5 026,cuparaque,mg,Brasil
4314º,Dom Cavati,Minas Gerais,5 025,dom-cavati,mg,Brasil
4315º,José Boiteux,Santa Catarina,5 019,jose-boiteux,sc,Brasil
4316º,Tupandi,Rio Grande do Sul,5 019,tupandi,rs,Brasil
4317º,Nova Esperança do Sudoeste,Paraná,5 014,nova-esperanca-do-sudoeste,pr,Brasil
4318º,Itacuruba,Pernambuco,5 013,itacuruba,pe,Brasil
4319º,Nova Palmeira,Paraíba,5 011,nova-palmeira,pb,Brasil
4320º,Guaraciama,Minas Gerais,5 005,guaraciama,mg,Brasil
4321º,Ibertioga,Minas Gerais,4 999,ibertioga,mg,Brasil
4322º,Liberdade,Minas Gerais,4 994,liberdade,mg,Brasil
4323º,Itapura,São Paulo,4 994,itapura,sp,Brasil
4324º,Currais,Piauí,4 982,currais,pi,Brasil
4325º,Aceguá,Rio Grande do Sul,4 981,acegua,rs,Brasil
4326º,Diamante do Norte,Paraná,4 975,diamante-do-norte,pr,Brasil
4327º,Divino das Laranjeiras,Minas Gerais,4 969,divino-das-laranjeiras,mg,Brasil
4328º,Lupionópolis,Paraná,4 969,lupionopolis,pr,Brasil
4329º,Harmonia,Rio Grande do Sul,4 967,harmonia,rs,Brasil
4330º,Muçum,Rio Grande do Sul,4 967,mucum,rs,Brasil
4331º,Mirassolândia,São Paulo,4 966,mirassolandia,sp,Brasil
4332º,São Felipe d'Oeste,Rondônia,4 962,sao-felipe-d'oeste,ro,Brasil
4333º,Narandiba,São Paulo,4 950,narandiba,sp,Brasil
4334º,São João da Lagoa,Minas Gerais,4 949,sao-joao-da-lagoa,mg,Brasil
4335º,Moeda,Minas Gerais,4 948,moeda,mg,Brasil
4336º,Janiópolis,Paraná,4 948,janiopolis,pr,Brasil
4337º,Catuti,Minas Gerais,4 944,catuti,mg,Brasil
4338º,Eliseu Martins,Piauí,4 943,eliseu-martins,pi,Brasil
4339º,Miravânia,Minas Gerais,4 939,miravania,mg,Brasil
4340º,Monte Formoso,Minas Gerais,4 939,monte-formoso,mg,Brasil
4341º,Catingueira,Paraíba,4 938,catingueira,pb,Brasil
4342º,Bom Sucesso,Paraíba,4 937,bom-sucesso,pb,Brasil
4343º,Pilõezinhos,Paraíba,4 937,piloezinhos,pb,Brasil
4344º,Japi,Rio Grande do Norte,4 935,japi,rn,Brasil
4345º,Várzea Branca,Piauí,4 930,varzea-branca,pi,Brasil
4346º,Japira,Paraná,4 929,japira,pr,Brasil
4347º,Espírito Santo do Turvo,São Paulo,4 926,espirito-santo-do-turvo,sp,Brasil
4348º,Pinheirinho do Vale,Rio Grande do Sul,4 926,pinheirinho-do-vale,rs,Brasil
4349º,São José do Hortêncio,Rio Grande do Sul,4 924,sao-jose-do-hortencio,rs,Brasil
4350º,Leme do Prado,Minas Gerais,4 923,leme-do-prado,mg,Brasil
4351º,Alegrete do Piauí,Piauí,4 921,alegrete-do-piaui,pi,Brasil
4352º,Coronel João Pessoa,Rio Grande do Norte,4 918,coronel-joao-pessoa,rn,Brasil
4353º,Santana do Itararé,Paraná,4 916,santana-do-itarare,pr,Brasil
4354º,Boraceia,São Paulo,4 913,boraceia,sp,Brasil
4355º,Nossa Senhora de Nazaré,Piauí,4 911,nossa-senhora-de-nazare,pi,Brasil
4356º,Josenópolis,Minas Gerais,4 911,josenopolis,mg,Brasil
4357º,Gastão Vidigal,São Paulo,4 911,gastao-vidigal,sp,Brasil
4358º,Cocal de Telha,Piauí,4 908,cocal-de-telha,pi,Brasil
4359º,Vitor Meireles,Santa Catarina,4 907,vitor-meireles,sc,Brasil
4360º,Barra Longa,Minas Gerais,4 905,barra-longa,mg,Brasil
4361º,Aparecida do Rio Negro,Tocantins,4 901,aparecida-do-rio-negro,to,Brasil
4362º,Porto Amazonas,Paraná,4 899,porto-amazonas,pr,Brasil
4363º,Miraguaí,Rio Grande do Sul,4 899,miraguai,rs,Brasil
4364º,São Sebastião do Tocantins,Tocantins,4 898,sao-sebastiao-do-tocantins,to,Brasil
4365º,Caturité,Paraíba,4 898,caturite,pb,Brasil
4366º,Ribeirão do Largo,Bahia,4 896,ribeirao-do-largo,ba,Brasil
4367º,Tapira,Minas Gerais,4 890,tapira,mg,Brasil
4368º,Nova Araçá,Rio Grande do Sul,4 890,nova-araca,rs,Brasil
4369º,Santo Antônio da Barra,Goiás,4 886,santo-antonio-da-barra,go,Brasil
4370º,Pau-d'Arco,Tocantins,4 885,pau-d'arco,to,Brasil
4371º,Jatobá do Piauí,Piauí,4 885,jatoba-do-piaui,pi,Brasil
4372º,Floraí,Paraná,4 883,florai,pr,Brasil
4373º,Lagoinha,São Paulo,4 882,lagoinha,sp,Brasil
4374º,Sampaio,Tocantins,4 876,sampaio,to,Brasil
4375º,Claraval,Minas Gerais,4 873,claraval,mg,Brasil
4376º,Indiana,São Paulo,4 873,indiana,sp,Brasil
4377º,Combinado,Tocantins,4 870,combinado,to,Brasil
4378º,Itabi,Sergipe,4 869,itabi,se,Brasil
4379º,Monte Horebe,Paraíba,4 867,monte-horebe,pb,Brasil
4380º,Santa Rosa do Tocantins,Tocantins,4 864,santa-rosa-do-tocantins,to,Brasil
4381º,Salto do Itararé,Paraná,4 862,salto-do-itarare,pr,Brasil
4382º,São João da Varjota,Piauí,4 856,sao-joao-da-varjota,pi,Brasil
4383º,Santópolis do Aguapeí,São Paulo,4 856,santopolis-do-aguapei,sp,Brasil
4384º,Vermelho Novo,Minas Gerais,4 852,vermelho-novo,mg,Brasil
4385º,Lobato,Paraná,4 850,lobato,pr,Brasil
4386º,Santana do Jacaré,Minas Gerais,4 847,santana-do-jacare,mg,Brasil
4387º,Santa Rita de Jacutinga,Minas Gerais,4 843,santa-rita-de-jacutinga,mg,Brasil
4388º,Glicério,São Paulo,4 842,glicerio,sp,Brasil
4389º,Gavião Peixoto,São Paulo,4 841,gaviao-peixoto,sp,Brasil
4390º,Novo São Joaquim,Mato Grosso,4 837,novo-sao-joaquim,mt,Brasil
4391º,Serranópolis de Minas,Minas Gerais,4 836,serranopolis-de-minas,mg,Brasil
4392º,Augusto de Lima,Minas Gerais,4 833,augusto-de-lima,mg,Brasil
4393º,Serrinha dos Pintos,Rio Grande do Norte,4 832,serrinha-dos-pintos,rn,Brasil
4394º,Rianápolis,Goiás,4 832,rianapolis,go,Brasil
4395º,Motuca,São Paulo,4 831,motuca,sp,Brasil
4396º,Ubirajara,São Paulo,4 828,ubirajara,sp,Brasil
4397º,Nova Cantu,Paraná,4 827,nova-cantu,pr,Brasil
4398º,Ressaquinha,Minas Gerais,4 826,ressaquinha,mg,Brasil
4399º,Júlio Mesquita,São Paulo,4 824,julio-mesquita,sp,Brasil
4400º,São Pedro da Cipa,Mato Grosso,4 823,sao-pedro-da-cipa,mt,Brasil
4401º,Tabaí,Rio Grande do Sul,4 816,tabai,rs,Brasil
4402º,Ouro Branco,Rio Grande do Norte,4 813,ouro-branco,rn,Brasil
4403º,Conceição do Canindé,Piauí,4 811,conceicao-do-caninde,pi,Brasil
4404º,Feliz Deserto,Alagoas,4 803,feliz-deserto,al,Brasil
4405º,Caibaté,Rio Grande do Sul,4 802,caibate,rs,Brasil
4406º,Bom Jardim da Serra,Santa Catarina,4 801,bom-jardim-da-serra,sc,Brasil
4407º,Jeceaba,Minas Gerais,4 795,jeceaba,mg,Brasil
4408º,Paulistas,Minas Gerais,4 794,paulistas,mg,Brasil
4409º,Capivari do Sul,Rio Grande do Sul,4 793,capivari-do-sul,rs,Brasil
4410º,Berizal,Minas Gerais,4 792,berizal,mg,Brasil
4411º,Salto Veloso,Santa Catarina,4 792,salto-veloso,sc,Brasil
4412º,Jurema,Piauí,4 790,jurema,pi,Brasil
4413º,Congo,Paraíba,4 787,congo,pb,Brasil
4414º,Ribeirão Corrente,São Paulo,4 786,ribeirao-corrente,sp,Brasil
4415º,Granjeiro,Ceará,4 784,granjeiro,ce,Brasil
4416º,Erval Grande,Rio Grande do Sul,4 780,erval-grande,rs,Brasil
4417º,Jesuânia,Minas Gerais,4 774,jesuania,mg,Brasil
4418º,Lajes Pintadas,Rio Grande do Norte,4 768,lajes-pintadas,rn,Brasil
4419º,Mata,Rio Grande do Sul,4 760,mata,rs,Brasil
4420º,São Francisco do Glória,Minas Gerais,4 758,sao-francisco-do-gloria,mg,Brasil
4421º,Rio Negro,Mato Grosso do Sul,4 758,rio-negro,ms,Brasil
4422º,Joaquim Felício,Minas Gerais,4 757,joaquim-felicio,mg,Brasil
4423º,Monteiro Lobato,São Paulo,4 739,monteiro-lobato,sp,Brasil
4424º,Bandeira,Minas Gerais,4 738,bandeira,mg,Brasil
4425º,Braúnas,Minas Gerais,4 737,braunas,mg,Brasil
4426º,Fênix,Paraná,4 734,fenix,pr,Brasil
4427º,David Canabarro,Rio Grande do Sul,4 732,david-canabarro,rs,Brasil
4428º,Espírito Santo do Dourado,Minas Gerais,4 728,espirito-santo-do-dourado,mg,Brasil
4429º,Rio Quente,Goiás,4 728,rio-quente,go,Brasil
4430º,Natércia,Minas Gerais,4 727,natercia,mg,Brasil
4431º,Riachinho,Tocantins,4 723,riachinho,to,Brasil
4432º,Cerro Branco,Rio Grande do Sul,4 720,cerro-branco,rs,Brasil
4433º,Pontalinda,São Paulo,4 719,pontalinda,sp,Brasil
4434º,Arraial,Piauí,4 713,arraial,pi,Brasil
4435º,Humaitá,Rio Grande do Sul,4 712,humaita,rs,Brasil
4436º,Canabrava do Norte,Mato Grosso,4 711,canabrava-do-norte,mt,Brasil
4437º,Divinópolis de Goiás,Goiás,4 701,divinopolis-de-goias,go,Brasil
4438º,São Pedro dos Crentes,Maranhão,4 700,sao-pedro-dos-crentes,ma,Brasil
4439º,Riozinho,Rio Grande do Sul,4 698,riozinho,rs,Brasil
4440º,São José do Seridó,Rio Grande do Norte,4 696,sao-jose-do-serido,rn,Brasil
4441º,Lunardelli,Paraná,4 695,lunardelli,pr,Brasil
4442º,Santa Cruz do Escalvado,Minas Gerais,4 693,santa-cruz-do-escalvado,mg,Brasil
4443º,Ciríaco,Rio Grande do Sul,4 693,ciriaco,rs,Brasil
4444º,Guatambu,Santa Catarina,4 692,guatambu,sc,Brasil
4445º,Ibiaçá,Rio Grande do Sul,4 690,ibiaca,rs,Brasil
4446º,Coronel José Dias,Piauí,4 688,coronel-jose-dias,pi,Brasil
4447º,Dueré,Tocantins,4 686,duere,to,Brasil
4448º,Angelina,Santa Catarina,4 686,angelina,sc,Brasil
4449º,Almino Afonso,Rio Grande do Norte,4 685,almino-afonso,rn,Brasil
4450º,Itaguari,Goiás,4 684,itaguari,go,Brasil
4451º,Nova Iorque,Maranhão,4 682,nova-iorque,ma,Brasil
4452º,Fazenda Vilanova,Rio Grande do Sul,4 680,fazenda-vilanova,rs,Brasil
4453º,Marumbi,Paraná,4 676,marumbi,pr,Brasil
4454º,Barra do Ouro,Tocantins,4 673,barra-do-ouro,to,Brasil
4455º,Oratórios,Minas Gerais,4 671,oratorios,mg,Brasil
4456º,Messias Targino,Rio Grande do Norte,4 665,messias-targino,rn,Brasil
4457º,Caiçara,Rio Grande do Sul,4 659,caicara,rs,Brasil
4458º,Lagoa do Barro do Piauí,Piauí,4 658,lagoa-do-barro-do-piaui,pi,Brasil
4459º,Felício dos Santos,Minas Gerais,4 656,felicio-dos-santos,mg,Brasil
4460º,Entre Rios do Oeste,Paraná,4 651,entre-rios-do-oeste,pr,Brasil
4461º,Santana do Piauí,Piauí,4 650,santana-do-piaui,pi,Brasil
4462º,Rosário da Limeira,Minas Gerais,4 648,rosario-da-limeira,mg,Brasil
4463º,Amparo da Serra,Minas Gerais,4 643,amparo-da-serra,mg,Brasil
4464º,Lagoa,Paraíba,4 640,lagoa,pb,Brasil
4465º,São José de Espinharas,Paraíba,4 631,sao-jose-de-espinharas,pb,Brasil
4466º,Rio Fortuna,Santa Catarina,4 630,rio-fortuna,sc,Brasil
4467º,Viadutos,Rio Grande do Sul,4 628,viadutos,rs,Brasil
4468º,Mato Leitão,Rio Grande do Sul,4 627,mato-leitao,rs,Brasil
4469º,São João da Urtiga,Rio Grande do Sul,4 625,sao-joao-da-urtiga,rs,Brasil
4470º,São João da Canabrava,Piauí,4 619,sao-joao-da-canabrava,pi,Brasil
4471º,Ponte Alta,Santa Catarina,4 619,ponte-alta,sc,Brasil
4472º,Capela Nova,Minas Gerais,4 616,capela-nova,mg,Brasil
4473º,Bertópolis,Minas Gerais,4 609,bertopolis,mg,Brasil
4474º,Lupércio,São Paulo,4 608,lupercio,sp,Brasil
4475º,São Bentinho,Paraíba,4 602,sao-bentinho,pb,Brasil
4476º,Santa Carmem,Mato Grosso,4 600,santa-carmem,mt,Brasil
4477º,Rosário do Ivaí,Paraná,4 595,rosario-do-ivai,pr,Brasil
4478º,Novo Planalto,Goiás,4 592,novo-planalto,go,Brasil
4479º,Coronel Macedo,São Paulo,4 591,coronel-macedo,sp,Brasil
4480º,Ponte Alta do Bom Jesus,Tocantins,4 586,ponte-alta-do-bom-jesus,to,Brasil
4481º,Cordilheira Alta,Santa Catarina,4 585,cordilheira-alta,sc,Brasil
4482º,Tunas,Rio Grande do Sul,4 585,tunas,rs,Brasil
4483º,Santa Cruz da Conceição,São Paulo,4 584,santa-cruz-da-conceicao,sp,Brasil
4484º,Romelândia,Santa Catarina,4 584,romelandia,sc,Brasil
4485º,Flor da Serra do Sul,Paraná,4 583,flor-da-serra-do-sul,pr,Brasil
4486º,São Lourenço do Piauí,Piauí,4 581,sao-lourenco-do-piaui,pi,Brasil
4487º,Conceição de Ipanema,Minas Gerais,4 581,conceicao-de-ipanema,mg,Brasil
4488º,Bonópolis,Goiás,4 579,bonopolis,go,Brasil
4489º,João Ramalho,São Paulo,4 577,joao-ramalho,sp,Brasil
4490º,Cantagalo,Minas Gerais,4 575,cantagalo,mg,Brasil
4491º,Guaribas,Piauí,4 573,guaribas,pi,Brasil
4492º,Riachão do Poço,Paraíba,4 571,riachao-do-poco,pb,Brasil
4493º,São Pedro da União,Minas Gerais,4 563,sao-pedro-da-uniao,mg,Brasil
4494º,Riachão do Bacamarte,Paraíba,4 562,riachao-do-bacamarte,pb,Brasil
4495º,Socorro do Piauí,Piauí,4 557,socorro-do-piaui,pi,Brasil
4496º,Aguanil,Minas Gerais,4 557,aguanil,mg,Brasil
4497º,Santa Teresinha,Paraíba,4 550,santa-teresinha,pb,Brasil
4498º,Buritizal,São Paulo,4 547,buritizal,sp,Brasil
4499º,Marcos Parente,Piauí,4 546,marcos-parente,pi,Brasil
4500º,Fronteira dos Vales,Minas Gerais,4 542,fronteira-dos-vales,mg,Brasil
4501º,São Bento do Trairi,Rio Grande do Norte,4 541,sao-bento-do-trairi,rn,Brasil
4502º,São Félix de Balsas,Maranhão,4 540,sao-felix-de-balsas,ma,Brasil
4503º,Mundo Novo,Goiás,4 540,mundo-novo,go,Brasil
4504º,Maçambará,Rio Grande do Sul,4 539,macambara,rs,Brasil
4505º,Montividiu do Norte,Goiás,4 538,montividiu-do-norte,go,Brasil
4506º,Ingazeira,Pernambuco,4 537,ingazeira,pe,Brasil
4507º,Ribeirão do Sul,São Paulo,4 537,ribeirao-do-sul,sp,Brasil
4508º,Canaã,Minas Gerais,4 533,canaa,mg,Brasil
4509º,Lindóia do Sul,Santa Catarina,4 530,lindoia-do-sul,sc,Brasil
4510º,Vicente Dutra,Rio Grande do Sul,4 530,vicente-dutra,rs,Brasil
4511º,Matinhas,Paraíba,4 528,matinhas,pb,Brasil
4512º,Morro Cabeça no Tempo,Piauí,4 527,morro-cabeca-no-tempo,pi,Brasil
4513º,Senador Georgino Avelino,Rio Grande do Norte,4 527,senador-georgino-avelino,rn,Brasil
4514º,Turvânia,Goiás,4 526,turvania,go,Brasil
4515º,Murutinga do Sul,São Paulo,4 525,murutinga-do-sul,sp,Brasil
4516º,Riqueza,Santa Catarina,4 525,riqueza,sc,Brasil
4517º,Jardim do Mulato,Piauí,4 522,jardim-do-mulato,pi,Brasil
4518º,Ritápolis,Minas Gerais,4 521,ritapolis,mg,Brasil
4519º,Porto Lucena,Rio Grande do Sul,4 514,porto-lucena,rs,Brasil
4520º,Bocaina,Piauí,4 509,bocaina,pi,Brasil
4521º,Tunápolis,Santa Catarina,4 507,tunapolis,sc,Brasil
4522º,Ramilândia,Paraná,4 500,ramilandia,pr,Brasil
4523º,Cariri do Tocantins,Tocantins,4 499,cariri-do-tocantins,to,Brasil
4524º,Ribeira do Piauí,Piauí,4 499,ribeira-do-piaui,pi,Brasil
4525º,Lindoeste,Paraná,4 488,lindoeste,pr,Brasil
4526º,Wall Ferraz,Piauí,4 479,wall-ferraz,pi,Brasil
4527º,São João do Pacuí,Minas Gerais,4 476,sao-joao-do-pacui,mg,Brasil
4528º,Curralinhos,Piauí,4 475,curralinhos,pi,Brasil
4529º,Iguaraçu,Paraná,4 475,iguaracu,pr,Brasil
4530º,José Gonçalves de Minas,Minas Gerais,4 474,jose-goncalves-de-minas,mg,Brasil
4531º,Indianópolis,Paraná,4 472,indianopolis,pr,Brasil
4532º,Lagoa do Tocantins,Tocantins,4 470,lagoa-do-tocantins,to,Brasil
4533º,Foz do Jordão,Paraná,4 466,foz-do-jordao,pr,Brasil
4534º,Onda Verde,São Paulo,4 462,onda-verde,sp,Brasil
4535º,Flores do Piauí,Piauí,4 461,flores-do-piaui,pi,Brasil
4536º,Fortaleza de Minas,Minas Gerais,4 460,fortaleza-de-minas,mg,Brasil
4537º,Serranópolis do Iguaçu,Paraná,4 460,serranopolis-do-iguacu,pr,Brasil
4538º,Rodolfo Fernandes,Rio Grande do Norte,4 457,rodolfo-fernandes,rn,Brasil
4539º,Pequi,Minas Gerais,4 457,pequi,mg,Brasil
4540º,São Braz do Piauí,Piauí,4 454,sao-braz-do-piaui,pi,Brasil
4541º,Tejupá,São Paulo,4 452,tejupa,sp,Brasil
4542º,Novo Acordo,Tocantins,4 450,novo-acordo,to,Brasil
4543º,Carvalhos,Minas Gerais,4 445,carvalhos,mg,Brasil
4544º,Quinta do Sol,Paraná,4 444,quinta-do-sol,pr,Brasil
4545º,Jerumenha,Piauí,4 443,jerumenha,pi,Brasil
4546º,Paineiras,Minas Gerais,4 440,paineiras,mg,Brasil
4547º,Bernardo Sayão,Tocantins,4 439,bernardo-sayao,to,Brasil
4548º,Couto de Magalhães de Minas,Minas Gerais,4 436,couto-de-magalhaes-de-minas,mg,Brasil
4549º,Dom Joaquim,Minas Gerais,4 436,dom-joaquim,mg,Brasil
4550º,Piedade do Rio Grande,Minas Gerais,4 436,piedade-do-rio-grande,mg,Brasil
4551º,Funilândia,Minas Gerais,4 434,funilandia,mg,Brasil
4552º,Cruzeiro do Sul,Paraná,4 430,cruzeiro-do-sul,pr,Brasil
4553º,Itaguajé,Paraná,4 426,itaguaje,pr,Brasil
4554º,Erval Velho,Santa Catarina,4 423,erval-velho,sc,Brasil
4555º,Quarto Centenário,Paraná,4 420,quarto-centenario,pr,Brasil
4556º,Japaraíba,Minas Gerais,4 418,japaraiba,mg,Brasil
4557º,Gavião,Bahia,4 417,gaviao,ba,Brasil
4558º,Materlândia,Minas Gerais,4 415,materlandia,mg,Brasil
4559º,Pindorama do Tocantins,Tocantins,4 414,pindorama-do-tocantins,to,Brasil
4560º,Itajá,Goiás,4 412,itaja,go,Brasil
4561º,Vargem Bonita,Santa Catarina,4 411,vargem-bonita,sc,Brasil
4562º,São João do Tigre,Paraíba,4 408,sao-joao-do-tigre,pb,Brasil
4563º,Nova Guarita,Mato Grosso,4 407,nova-guarita,mt,Brasil
4564º,Logradouro,Paraíba,4 406,logradouro,pb,Brasil
4565º,Sandovalina,São Paulo,4 405,sandovalina,sp,Brasil
4566º,Itamarati de Minas,Minas Gerais,4 395,itamarati-de-minas,mg,Brasil
4567º,Ibarama,Rio Grande do Sul,4 393,ibarama,rs,Brasil
4568º,Nova Santa Rita,Piauí,4 392,nova-santa-rita,pi,Brasil
4569º,Recursolândia,Tocantins,4 389,recursolandia,to,Brasil
4570º,Aiquara,Bahia,4 387,aiquara,ba,Brasil
4571º,Santa Bárbara do Tugúrio,Minas Gerais,4 385,santa-barbara-do-tugurio,mg,Brasil
4572º,Várzea Grande,Piauí,4 382,varzea-grande,pi,Brasil
4573º,Joanésia,Minas Gerais,4 382,joanesia,mg,Brasil
4574º,Doutor Maurício Cardoso,Rio Grande do Sul,4 380,doutor-mauricio-cardoso,rs,Brasil
4575º,Itapirapuã,Goiás,4 380,itapirapua,go,Brasil
4576º,Gramado Xavier,Rio Grande do Sul,4 378,gramado-xavier,rs,Brasil
4577º,Vila Maria,Rio Grande do Sul,4 368,vila-maria,rs,Brasil
4578º,Ipira,Santa Catarina,4 367,ipira,sc,Brasil
4579º,Poço de José de Moura,Paraíba,4 366,poco-de-jose-de-moura,pb,Brasil
4580º,Gonçalves,Minas Gerais,4 360,goncalves,mg,Brasil
4581º,Juramento,Minas Gerais,4 359,juramento,mg,Brasil
4582º,Santa Efigênia de Minas,Minas Gerais,4 354,santa-efigenia-de-minas,mg,Brasil
4583º,Domingos Mourão,Piauí,4 352,domingos-mourao,pi,Brasil
4584º,Nova Rosalândia,Tocantins,4 348,nova-rosalandia,to,Brasil
4585º,Junco do Maranhão,Maranhão,4 334,junco-do-maranhao,ma,Brasil
